공고번호,추정가격,지역제한,종목,특수실적,계약방법,적격평가세부기준,입력일
R26BK01359399-000,23990909,"충북,청주시",지반조성포장,,수의,,2026-02-26
R26BK01358401-000,62481819,"전남,구례군",철콘,,수의,,2026-02-26
R26BK01358334-000,82000000,"경북,예천군",철콘,,수의,,2026-02-26
R26BK01357372-000,45436360,"경남,거창군",도장습식방수석공,,수의,,2026-02-26
R26BK01357309-000,136436364,"경남,김해시",조경식재시설물,,수의,,2026-02-26
R26BK01357363-000,137700000,"경남,김해시",조경식재시설물,,수의,,2026-02-26
R26BK01357385-000,86609091,"경남,김해시",조경식재시설물,,수의,,2026-02-26
R26BK01358341-000,56270910,부산,상하수도,,수의,,2026-02-26
R26BK01353637-001,25500000,"경남,합천군",철콘,,수의,,2026-02-26
R26BK01353578-001,22800000,"경남,합천군",지반조성포장,,수의,,2026-02-26
R26BK01357539-000,67625455,"충남,부여군",지반조성포장,,수의,,2026-02-26
R26BK01357863-000,58220000,"충북,충주시",비계구조,,수의,,2026-02-26
R26BK01357267-000,23990909,"충남,공주시",지반조성포장,,수의,,2026-02-26
R26BK01357248-000,26309091,"충남,공주시",지반조성포장,,수의,,2026-02-26
R26BK01352239-000,96601819,"경기,평택시",상하수도,,수의,,2026-02-26
R26BK01356532-000,140886364,"경기,안성시",비계구조,,수의,,2026-02-26
R26BK01358158-000,28800000,"경남,거창군",철콘,,수의,,2026-02-26
R26BK01358893-000,31818182,광주광역시,지반조성포장,,수의,,2026-02-26
R26BK01355478-000,169640000,"경기,김포시",상하수도,,수의,,2026-02-26
R26BK01357341-000,66000000,"경기,양주시",상하수도,,수의,,2026-02-26
R26BK01357971-000,58757273,"경기,양주시",상하수도,,수의,,2026-02-26
R26BK01356033-000,42586000,"강원,삼척시/강원,영월군/강원,정선군/강원,태백시",지반조성포장,,수의,,2026-02-26
R26BK01359628-000,112681819,"충남,서산시",도장습식방수석공,,수의,,2026-02-26
R26BK01358011-000,110544546,"경기,이천시",조경식재시설물,,수의,,2026-02-26
R26BK01357809-000,95863637,"경기,화성시",지반조성포장,,수의,,2026-02-26
R26BK01359345-000,25809091,"충북,청주시",지반조성포장,,수의,,2026-02-26
R26BK01358948-000,54390909,"충북,청주시",지반조성포장,,수의,,2026-02-26
R26BK01359194-000,29872728,"충북,청주시",철콘,,수의,,2026-02-26
R26BK01359280-000,27090909,"충북,청주시",철콘,,수의,,2026-02-26
R26BK01357522-000,37354546,"전남,해남군",철콘,,수의,,2026-02-26
R26BK01357578-000,40763637,"전남,해남군",철콘,,수의,,2026-02-26
R26BK01357986-000,51400000,"전남,해남군",철콘,,수의,,2026-02-26
R26BK01357894-000,28727273,"전남,해남군",철콘,,수의,,2026-02-26
R26BK01357955-000,25418182,"전남,해남군",철콘,,수의,,2026-02-26
2026-01299,12723845,"전북,임실군",실내건축,,수의,,2026-02-26
R26BK01359361-000,60727273,"경북,청도군",비계구조,,수의,,2026-02-26
R26BK01358308-000,27840000,"경남,거창군",도장습식방수석공,,수의,,2026-02-26
R26BK01358785-000,29495455,"경남,거창군",도장습식방수석공,,수의,,2026-02-26
R26BK01357785-000,57500000,"충남,청양군",도장습식방수석공,,수의,,2026-02-26
R26BK01357845-000,31618182,"충남,청양군",도장습식방수석공,,수의,,2026-02-26
R26BK01358021-000,40554546,"충남,청양군",철콘,,수의,,2026-02-26
R26BK01340255-000,24090910,"전북,고창군",실내건축,,수의,,2026-02-26
R26BK01359966-000,1809636364,전국/서울,상하수도,장비[하수관로준설차량],적격심사,행자부_별표-4,2026-02-26
R26BK01352146-000,1382017273,전국/서울,상하수도,장비[진공흡입준설차량],적격심사,행자부_별표-4,2026-02-26
2026-01330,243859090,경기,지반조성포장,,적격심사,국방부_별지-6,2026-02-26
R26BK01359024-000,90901819,서울,기계가스설비,,적격심사,행자부_별표-7,2026-02-26
R26BK01354178-000,251531818,경기,조경식재시설물,,적격심사,행자부_별표-6,2026-02-26
R26BK01357656-000,895454546,서울,상하수도,장비[하수관로준설차량],적격심사,행자부_별표-5,2026-02-26
R26BK01357433-000,357924545,대구,상하수도,장비[하수관로준설차량],적격심사,행자부_별표-6,2026-02-26
R26BK01357648-000,357924545,대구,상하수도,장비[하수관로준설차량],적격심사,행자부_별표-6,2026-02-26
R26BK01357837-000,205936364,서울,"(금속창호지붕,지반조성포장)",,적격심사,행자부_별표-6,2026-02-26
R26BK01357638-000,301454546,서울,도장습식방수석공,교통안전시설공사[도장]_준공금액,적격심사,행자부_별표-6,2026-02-26
R26BK01358937-000,227272727,부산,"(지반조성포장,철콘,상하수도)",,적격심사,행자부_별표-6,2026-02-26
R26BK01358460-000,356990000,인천,상하수도,,적격심사,행자부_별표-6,2026-02-26
R26BK01358222-000,293390000,인천,지반조성포장,,적격심사,행자부_별표-6,2026-02-26
R26BK01357744-000,367209091,서울,지반조성포장,,적격심사,행자부_별표-6,2026-02-26
R26BK01359891-000,334218000,서울,"(도장습식방수석공,철콘,금속창호지붕)",,적격심사,행자부_별표-6,2026-02-26
2026022606,149851000,경기,기계가스설비,천연가스배관_준공금액,적격심사,한국가스공사_별지-7,2026-02-26
R26BK01357854-000,70970000,서울,조경식재시설물,,적격심사,행자부_별표-7,2026-02-26
R26BK01359221-000,160179000,전국,조경식재시설물,,적격심사,조달청_별표-5,2026-02-26
R26BK01359658-000,76030000,서울,"(실내건축,도장습식방수석공,금속창호지붕)",,적격심사,행자부_별표-7,2026-02-26
R26BK01358319-000,272590000,인천,상하수도,,적격심사,행자부_별표-6,2026-02-26
R26BK01358486-000,224539091,부산,상하수도,장비[진공흡입준설차량],적격심사,행자부_별표-6,2026-02-26
R26BK01357157-000,157200000,부산,"(지반조성포장,철콘)",,적격심사,조달청_별표-5,2026-02-26
R26BK01355338-000,251750000,인천,조경식재시설물,,적격심사,행자부_별표-6,2026-02-26
2026-01172,348618182,경남,기계가스설비,,적격심사,국방부_별지-5,2026-02-26
R26BK01359197-000,147272728,강원,상하수도,,적격심사,조달청_별표-5,2026-02-26
R26BK01353934-000,392620000,충남,실내건축,,적격심사,조달청_별표-3,2026-02-26
R26BK01357225-000,250000000,전남,도장습식방수석공,,적격심사,조달청_별표-4,2026-02-26
R26BK01357230-000,135780910,전남,금속창호지붕,,적격심사,조달청_별표-5,2026-02-26
R26BK01357223-000,208000000,전남,도장습식방수석공,,적격심사,조달청_별표-4,2026-02-26
R26BK01355428-000,280780000,경기,"(철콘,지반조성포장)",,적격심사,행자부_별표-6,2026-02-26
R26BK01358580-000,331255455,서울,상하수도,,적격심사,행자부_별표-6,2026-02-26
R26BK01358210-000,269260000,대구,도장습식방수석공,,적격심사,행자부_별표-6,2026-02-26
R26BK01359583-000,214880000,서울,실내건축,,적격심사,행자부_별표-6,2026-02-26
R26BK01359449-000,139700000,서울,실내건축,,적격심사,행자부_별표-7,2026-02-26
R26BK01358775-000,329990909,서울,상하수도,,적격심사,행자부_별표-6,2026-02-26
R26BK01359986-000,233186364,제주,상하수도,,적격심사,행자부_별표-6,2026-02-26
R26BK01357227-000,259372728,전남,금속창호지붕,,적격심사,조달청_별표-4,2026-02-26
R26BK01357226-000,116011819,전남,금속창호지붕,,적격심사,조달청_별표-5,2026-02-26
R26BK01355662-000,241172728,광주광역시,철콘,,적격심사,행자부_별표-6,2026-02-26
R26BK01359859-000,300788182,서울,지반조성포장,,적격심사,행자부_별표-6,2026-02-26
R26BK01359446-000,477467273,경기,지반조성포장,,적격심사,행자부_별표-5,2026-02-26
R26BK01359887-000,240772727,강원,기계가스설비,,적격심사,행자부_별표-6,2026-02-26
R26BK01355563-000,248445455,광주광역시,상하수도,,적격심사,행자부_별표-6,2026-02-26
R26BK01357179-000,613654545,서울,기계가스설비,,적격심사,행자부_별표-5,2026-02-26
2026022608,180039000,경기,기계가스설비,,적격심사,한국가스공사_별지-7,2026-02-26
R26BK01358358-000,299090909,경북,지반조성포장,,적격심사,조달청_별표-4,2026-02-26
R26BK01358449-000,299090909,경북,지반조성포장,,적격심사,조달청_별표-4,2026-02-26
R26BK01355988-000,961720000,경북,기계가스설비,,적격심사,행자부_별표-5,2026-02-26
U26S049000/0,364389000,경북,도장습식방수석공,,적격심사,한국수력원자력_별표-1-전문,2026-02-26
U26S048000/0,831289215,전국,기계가스설비,한수원등록업체[기계가스설비],적격심사,한국수력원자력_별표-1-전문,2026-02-26
05540,98956364,경기,조경식재시설물/숲가꾸기병해충/산림조합,소기업,수의,,2026-02-26
R26BK01352882-000,576193636,부산,"(수중준설,도장습식방수석공)/(수중준설,전기)/토목/토건",,적격심사,행자부_별표-5,2026-02-26
R26BK01357161-000,291255455,"경남,남해군",건축/토건,,수의,,2026-02-26
R26BK01359557-000,2401104546,전국/서울,"(지반조성포장,도장습식방수석공,금속창호지붕)/토목/토건",,적격심사,행자부_별표-4,2026-02-26
R26BK01359265-000,1308666364,울산,토목/토건,,적격심사,행자부_별표-4,2026-02-26
R26BK01358570-000,807460000,대구,토목/토건,,적격심사,행자부_별표-5,2026-02-26
R26BK01356872-000,116318982,"경기,화성시",조경식재시설물,,수의,,2026-02-26
R26BK01358331-000,91128182,"경기,용인시",지반조성포장,,수의,,2026-02-26
R26BK01357972-000,36206364,"경기,용인시",지반조성포장,,수의,,2026-02-26
R26BK01359934-000,24996000,"인천,강화군",조경식재시설물,,수의,,2026-02-26
R26BK01357515-000,168690909,"전남,장성군",철콘,,수의,,2026-02-26
R26BK01357662-000,150372727,"전남,장성군",철콘,,수의,,2026-02-26
R26BK01360121-000,27563000,"인천,강화군",조경식재시설물,,수의,,2026-02-26
R26BK01358252-000,123143636,"경기,가평군",상하수도,,수의,,2026-02-26
R26BK01358541-000,34025455,"경북,경주시",철콘,,수의,,2026-02-26
R26BK01357873-000,97608182,"전남,장성군",철콘,,수의,,2026-02-26
R26BK01358611-000,61880000,"경남,남해군",실내건축,,수의,,2026-02-26
R26BK01360134-000,101090909,"경남,거제시",도장습식방수석공,,수의,,2026-02-26
R26BK01354129-000,37381818,"경북,문경시",지반조성포장,,수의,,2026-02-26
R26BK01354140-000,40363636,"경북,문경시",지반조성포장,,수의,,2026-02-26
R26BK01354156-000,37818182,"경북,문경시",철콘,,수의,,2026-02-26
R26BK01354165-000,24036364,"경북,문경시",지반조성포장,,수의,,2026-02-26
R26BK01354071-000,34909091,"경북,문경시",지반조성포장,,수의,,2026-02-26
R26BK01354116-000,25863636,"경북,문경시",철콘,,수의,,2026-02-26
R26BK01354166-000,65426364,"충북,제천시",도장습식방수석공,,수의,,2026-02-26
R26BK01358837-000,188566364,"경북,울진군",상하수도,,수의,,2026-02-26
R26BK01358575-000,37694545,"경기,안성시",조경식재시설물,,수의,,2026-02-26
R26BK01359516-000,62727273,"경북,포항시",금속창호지붕,,수의,,2026-02-26
R26BK01358798-000,125920910,"경기,남양주시",상하수도,,수의,,2026-02-26
R26BK01359277-000,97870000,부산,기계가스설비,특수실적,수의,,2026-02-26
R26BK01353477-000,164080000,제주,상하수도,,수의,,2026-02-26
R26BK01359385-000,163600000,전국,기계가스설비,특수실적,적격심사,행자부_별표-7,2026-02-26
R26BK01358481-000,318659091,대구,상하수도,,적격심사,행자부_별표-6,2026-02-26
R26BK01358915-000,318659091,대구,상하수도,,적격심사,행자부_별표-6,2026-02-26
R26BK01358671-000,105352728,"경기,용인시",전기,,수의,,2026-02-26
R26BK01357114-000,28081819,"경남,남해군",전기,,수의,,2026-02-26
R26BK01358223-000,42436993,전북,전문소방,,수의,,2026-02-26
R26BK01358184-000,130519134,전북,전기,,수의,,2026-02-26
R26BK01358156-000,40976474,전북,통신,,수의,,2026-02-26
R26BK01358254-000,742237000,경북,"전문소방/(전기소방,기계소방)",,적격심사,행자부_별표-5,2026-02-26
R26BK01359839-000,140270000,충남,전기,,적격심사,한국농어촌공사_별표-4,2026-02-26
B3202600484,752100000,경기,전기,전기방식[심매법]_준공금액,적격심사,한국수자원공사_별표-4,2026-02-26
R26BK01360249-000,146018182,"강원,홍천군",토목/토건,,수의,,2026-02-27
R26BK01361073-000,162232014,"경기,포천시",토목/토건,,수의,,2026-02-27
R26BK01359312-000,25949790000,전국/충북,건축/토건,,적격심사,행자부_별표-1,2026-02-27
R26BK01361082-000,23903530000,전국/경남,건축/토건,,적격심사,행자부_별표-1,2026-02-27
R26BK01361763-000,1352409091,전국/서울,지반조성포장/토목/토건,,적격심사,행자부_별표-4,2026-02-27
R26BK01360224-000,8425990000,전북,건축/토건,,적격심사,행자부_별표-2,2026-02-27
R26BK01357865-000,1024170000,경북,토목/토건,,적격심사,한국농어촌공사_별표-2,2026-02-27
R26BK01360286-000,2260999091,서울,조경,,적격심사,행자부_별표-4,2026-02-27
2026-01400,303101818,"강원,철원군","건축/토건/(기계가스설비,도장습식방수석공,금속창호지붕,실내건축)",,수의,,2026-02-27
2026-01387,115087272,인천/경기,건축/토건,,수의,,2026-02-27
R26BK01362467-000,124858182,"강원,춘천시","토목/토건/(철콘,지반조성포장,상하수도)",,수의,,2026-02-27
R26BK01362426-000,223181819,"경북,성주군","토목/토건/(철콘,지반조성포장)",,수의,,2026-02-27
R26BK01360482-000,299150000,"충남,금산군","토목/토건/(철콘,지반조성포장,도장습식방수석공)",,수의,,2026-02-27
R26BK01362635-000,264950000,"전남,고흥군",건축/토건,,수의,,2026-02-27
R26BK01362626-000,265464545,"전남,고흥군",건축/토건,,수의,,2026-02-27
R26BK01360557-000,166534545,"경북,안동시",건축/토건,,수의,,2026-02-27
R26BK01360214-000,250336364,"충북,보은군/충북,영동군/충북,옥천군",토목/토건,,수의,,2026-02-27
R26BK01360300-000,135966364,"인천,계양구/인천,부평구/인천,남동구/인천,동구/인천,서구/인천,연수구/인천,중구/인천,미추홀구",토목/토건,,수의,,2026-02-27
R26BK01362645-000,279645455,"전남,고흥군",건축/토건,,수의,,2026-02-27
R26BK01361177-000,45090909,"경북,구미시",토목/토건,,수의,,2026-02-27
R26BK01360838-000,248706485,"전남,영광군",토목/토건,,수의,,2026-02-27
R26BK01360344-000,357572727,"경기,포천시",토목/토건,,수의,,2026-02-27
R26BK01362588-000,31600000,"전남,완도군",건축/토건,,수의,,2026-02-27
R26BK01361869-000,120909091,"경기,여주시",토목/토건,,수의,,2026-02-27
R26BK01361938-000,235531819,"경북,울진군",건축/토건,,수의,,2026-02-27
R26BK01362602-000,85050910,"전남,완도군",건축/토건,,수의,,2026-02-27
R26BK01359975-000,345709091,"경남,고성군",토목/토건,,수의,,2026-02-27
R26BK01362412-000,359191000,"강원,횡성군",토목/토건,,수의,,2026-02-27
R26BK01359587-000,368948182,부산,"토목/토건/(지반조성포장,상하수도)",,수의,,2026-02-27
R26BK01360358-000,191272729,전북,"건축/토건/(도장습식방수석공,금속창호지붕,실내건축,비계구조,철강구조물)",,수의,,2026-02-27
2026-01354,632878182,경기/강원,"건축/토건/(기계가스설비,도장습식방수석공,실내건축)",,적격심사,국방부_별지-5,2026-02-27
R26BK01360457-000,472184546,서울,"토목/토건/(지반조성포장,도장습식방수석공)",,적격심사,행자부_별표-5,2026-02-27
R26BK01361527-000,1313263637,충남,"토목/토건/(철콘,지반조성포장)",,적격심사,행자부_별표-4,2026-02-27
2026-01375,528619091,강원,"토목/토건/(지반조성포장,도장습식방수석공)",,적격심사,국방부_별지-5,2026-02-27
2026-01376,449542727,강원,"토목/토건/(철콘,지반조성포장,도장습식방수석공)",,적격심사,국방부_별지-5,2026-02-27
R26BK01362136-000,602545455,서울,상하수도/토목/토건,,적격심사,행자부_별표-5,2026-02-27
B3202600508,726363637,전남,"토목/토건/(철콘,도장습식방수석공)",,적격심사,한국수자원공사_별표-5,2026-02-27
202601652,637555455,대구/경북,금속창호지붕/토목/토건,,적격심사,한국도로공사_별표-5,2026-02-27
202601707,492321818,경북,금속창호지붕/토목/토건,,적격심사,한국도로공사_별표-5,2026-02-27
R26BK01360644-000,450032728,서울,"건축/토건/(철콘,지반조성포장,도장습식방수석공,금속창호지붕,실내건축,비계구조)",,적격심사,행자부_별표-5,2026-02-27
R26BK01360304-000,391581819,서울,상하수도/토목/토건,,적격심사,행자부_별표-6,2026-02-27
R26BK01361522-000,814178182,서울,상하수도/토목/토건,,적격심사,행자부_별표-5,2026-02-27
R26BK01360385-000,935272728,서울,상하수도/토목/토건,,적격심사,행자부_별표-5,2026-02-27
202601733,2217272727,충남/전북,"토목/토건/(철콘,지반조성포장,금속창호지붕)",,적격심사,한국도로공사_별표-4,2026-02-27
R26BK01362114-000,560350000,서울,"(도장습식방수석공,지반조성포장)/토목/토건",,적격심사,행자부_별표-5,2026-02-27
R26BK01362491-000,502387273,경남,"토목/토건/(철콘,지반조성포장)",,적격심사,행자부(재난)_별표-10,2026-02-27
R26BK01362206-000,283890909,서울,조경식재시설물/조경,,적격심사,행자부_별표-6,2026-02-27
R26BK01361157-000,5719800000,전국/경기,"(비계구조,석면해체)/(건축,석면해체)/(토건,석면해체)",,적격심사,조달청_별표-1,2026-02-27
R26BK01359347-000,1543063637,강원,토목/토건,,적격심사,행자부_별표-4,2026-02-27
202601720,5377272727,전국,지반조성포장/토목/토건,전용도로포장[토목]_준공금액,적격심사,한국도로공사_별표-3,2026-02-27
E062600110,2650845000,경남,"건축/토건/(금속창호지붕,실내건축,비계구조)",,적격심사,조달청_별표-2,2026-02-27
R26BK01360620-000,1757147000,경남,"(건축,토목)/토건",,적격심사,한국농어촌공사_별표-2,2026-02-27
E062600114,337296805,경남,토목/토건,,적격심사,조달청_별표-3,2026-02-27
R26BK01360382-000,517232727,강원,건축/토건,,적격심사,행자부_별표-5,2026-02-27
R26BK01360212-000,812654546,전남,토목/토건,,적격심사,행자부_별표-5,2026-02-27
R26BK01360413-000,497260000,인천,건축/토건,,적격심사,행자부_별표-5,2026-02-27
R26BK01359517-000,1846018182,경남,토목/토건,,적격심사,조달청_별표-2,2026-02-27
202601736,777370000,대전,건축/토건,,적격심사,한국도로공사_별표-5,2026-02-27
R26BK01362251-000,1142410909,제주,토목/토건,,적격심사,행자부_별표-4,2026-02-27
R26BK01360389-000,908960000,경기,토목/토건,,적격심사,행자부_별표-5,2026-02-27
R26BK01361203-000,1152880000,경기,토목/토건,,적격심사,행자부_별표-4,2026-02-27
R26BK01360939-000,685619091,충북,건축/토건,,적격심사,행자부_별표-5,2026-02-27
202601696,221007538000,전국,"(토목,전기)/(토건,전기)",도로교량[토목]_준공길이,PQ,한국도로공사(PQ)_별표-3-2,2026-02-27
202601697,275968716000,전국,"(토목,전기)/(토건,전기)",도로교량[토목]_준공길이,PQ,한국도로공사(PQ)_별표-3-2,2026-02-27
202601700,233255380000,전국,"(토목,전기)/(토건,전기)",도로교량[토목]_준공길이,PQ,한국도로공사(PQ)_별표-3-2,2026-02-27
202601701,225388480000,전국,"(토목,전기)/(토건,전기)",터널[토목]_준공길이,PQ,한국도로공사(PQ)_별표-3-2,2026-02-27
202601704,242561749000,전국,"(토목,전기)/(토건,전기)",터널[토목]_준공길이,PQ,한국도로공사(PQ)_별표-3-2,2026-02-27
R26BK01350583-001,232868182,"강원,양구군",건축/토건,,수의,,2026-02-27
H26S016000/1,4033849534,전국,"토목/토건/(철콘,지반조성포장,도장습식방수석공)",특수실적,적격심사,한국수력원자력_별표-5-일반,2026-02-27
R26BK01361151-000,53636364,"경기,안산시",조경식재시설물,,수의,,2026-02-27
R26BK01362434-000,78932728,"경기,용인시",조경식재시설물,,수의,,2026-02-27
R26BK01360397-000,140582573,"전남,광양시","(비계구조,석면해체)",,수의,,2026-02-27
R26BK01360431-000,140582582,"전남,광양시","(비계구조,석면해체)",,수의,,2026-02-27
R26BK01360572-000,140582582,"전남,광양시","(비계구조,석면해체)",,수의,,2026-02-27
R26BK01361735-000,60880909,"경기,오산시",조경식재시설물,,수의,,2026-02-27
R26BK01360912-000,187743200,"전남,여수시","(비계구조,석면해체)",,수의,,2026-02-27
R26BK01360982-000,187743200,"전남,여수시","(비계구조,석면해체)",,수의,,2026-02-27
R26BK01360995-000,187743200,"전남,여수시","(비계구조,석면해체)",,수의,,2026-02-27
R26BK01361000-000,187743200,"전남,여수시","(비계구조,석면해체)",,수의,,2026-02-27
R26BK01361004-000,185690909,"전남,여수시",금속창호지붕,,수의,,2026-02-27
R26BK01360724-000,53090000,"경기,군포시",상하수도,,수의,,2026-02-27
R26BK01362233-000,163236363,"충북,음성군","(비계구조,석면해체)",,수의,,2026-02-27
R26BK01362397-000,163236363,"충북,음성군","(비계구조,석면해체)",,수의,,2026-02-27
R26BK01362493-000,163236363,"충북,음성군","(비계구조,석면해체)",,수의,,2026-02-27
R26BK01362512-000,160036363,"충북,음성군","(비계구조,석면해체)",,수의,,2026-02-27
R26BK01362524-000,45672727,"충북,음성군",금속창호지붕,,수의,,2026-02-27
R26BK01360585-000,63097894,"경기,용인시",지반조성포장,,수의,,2026-02-27
R26BK01362109-000,35783636,"충남,계룡시",조경식재시설물,,수의,,2026-02-27
R26BK01361464-000,42663637,"전남,광양시",지반조성포장,,수의,,2026-02-27
R26BK01362135-000,130072728,"충남,계룡시",도장습식방수석공,,수의,,2026-02-27
R26BK01361249-000,34490000,"전북,남원시",도장습식방수석공,,수의,,2026-02-27
R26BK01361291-000,31900000,"전북,남원시",도장습식방수석공,,수의,,2026-02-27
R26BK01361314-000,31090000,"전북,남원시",도장습식방수석공,,수의,,2026-02-27
R26BK01361856-000,89090910,"경기,성남시",조경식재시설물,,수의,,2026-02-27
R26BK01361758-000,136363637,"경기,성남시",조경식재시설물,,수의,,2026-02-27
R26BK01360862-000,42019091,"경남,고성군",상하수도,,수의,,2026-02-27
R26BK01361485-000,54538181,"경기,고양시",기계가스설비,,수의,,2026-02-27
R26BK01361451-000,26083640,"경남,거창군",도장습식방수석공,,수의,,2026-02-27
R26BK01360956-000,167038550,"경북,영양군","(비계구조,석면해체)",,수의,,2026-02-27
R26BK01361813-000,31272730,"경남,거창군",도장습식방수석공,,수의,,2026-02-27
R26BK01362235-000,33181818,"강원,강릉시",비계구조,,수의,,2026-02-27
R26BK01361528-000,96868182,부산,금속창호지붕,,수의,,2026-02-27
R26BK01362439-000,136908182,대구,상하수도,장비[하수관로준설차량],수의,,2026-02-27
R26BK01362030-000,81780000,인천,금속창호지붕,,수의,,2026-02-27
R26BK01359646-000,54545455,부산,조경식재시설물,,수의,,2026-02-27
R26BK01362305-000,41211818,부산,실내건축,,수의,,2026-02-27
R26BK01356946-000,55645455,충북,지반조성포장,,수의,,2026-02-27
R26BK01361400-000,64500000,"인천,계양구/인천,부평구/인천,남동구/인천,동구/인천,서구/인천,연수구/인천,중구/인천,미추홀구",상하수도,,수의,,2026-02-27
R26BK01361539-000,403570000,인천,상하수도,,적격심사,행자부_별표-5,2026-02-27
R26BK01360441-000,98181819,인천,조경식재시설물,,적격심사,조달청_별표-5,2026-02-27
R26BK01361640-000,598720000,인천,상하수도,,적격심사,행자부_별표-5,2026-02-27
R26BK01361703-000,545480000,인천,상하수도,,적격심사,행자부_별표-5,2026-02-27
R26BK01355571-000,353627273,경북,상하수도,,적격심사,행자부_별표-6,2026-02-27
2026-01420,86251273,경기,"(철콘,지반조성포장)",,수의,,2026-02-27
2026-01422,69484718,경기,"(철콘,지반조성포장)",,수의,,2026-02-27
2026-01421,82395382,경기,"(철콘,지반조성포장)",,수의,,2026-02-27
2026-01382,7831818,경기,금속창호지붕,,수의,,2026-02-27
2026-01412,36370909,"경기,수원시",상하수도,,수의,,2026-02-27
2026-01369,125500000,"경기,연천군",금속창호지붕,,수의,,2026-02-27
2026-01392,104545455,"경남,창원시","(토목,건축)/토건/(철콘,지반조성포장,금속창호지붕)",,수의,,2026-02-27
2026-01379,80948227,"경기,포천시",지반조성포장,,수의,,2026-02-27
2026-01356,12982182,"경남,양산시",지반조성포장,,수의,,2026-02-27
2026-01357,21839755,"경남,양산시",실내건축,,수의,,2026-02-27
2026-01358,90857973,울산,지반조성포장,,수의,,2026-02-27
2026-01389,38595164,대전,지반조성포장,,수의,,2026-02-27
2026-01384,88317955,서울,기계가스설비,,수의,,2026-02-27
2026-01374,35711836,부산,"(금속창호지붕,실내건축)",,수의,,2026-02-27
2026-01385,12073309,서울,금속창호지붕,,수의,,2026-02-27
2026-01414,16087618,대구,실내건축,,수의,,2026-02-27
R26BK01362601-000,62095455,"충북,영동군",도장습식방수석공,,수의,,2026-02-27
R26BK01362648-000,22472728,"충북,영동군",지반조성포장,,수의,,2026-02-27
R26BK01362631-000,23800000,"충북,영동군",지반조성포장,,수의,,2026-02-27
R26BK01362619-000,21690909,"충북,영동군",도장습식방수석공,,수의,,2026-02-27
R26BK01362636-000,30645455,"충북,영동군",지반조성포장,,수의,,2026-02-27
R26BK01361115-000,181818182,"경기,용인시",상하수도,,수의,,2026-02-27
R26BK01360053-000,45454545,"경기,평택시",조경식재시설물,,수의,,2026-02-27
R26BK01360120-000,54545455,"경기,평택시",조경식재시설물,,수의,,2026-02-27
R26BK01360530-000,23636364,"경기,평택시",조경식재시설물,,수의,,2026-02-27
R26BK01362444-000,160272728,"충남,공주시",지반조성포장,,수의,,2026-02-27
R26BK01361221-000,87100000,"강원,화천군",실내건축,,수의,,2026-02-27
R26BK01362649-000,31818182,"전남,고흥군",도장습식방수석공,,수의,,2026-02-27
R26BK01362656-000,49536364,"전남,고흥군",도장습식방수석공,,수의,,2026-02-27
R26BK01362651-000,28290909,"전남,고흥군",도장습식방수석공,,수의,,2026-02-27
R26BK01362290-000,54676364,"강원,춘천시",도장습식방수석공,,수의,,2026-02-27
R26BK01362646-000,48153636,"전남,고흥군",도장습식방수석공,,수의,,2026-02-27
R26BK01362654-000,23036364,"전남,고흥군",도장습식방수석공,,수의,,2026-02-27
R26BK01362361-000,44545455,"경북,경주시",금속창호지붕,,수의,,2026-02-27
R26BK01362566-000,74543637,"충북,보은군",조경식재시설물,,수의,,2026-02-27
R26BK01362576-000,27818182,"충북,보은군",조경식재시설물,,수의,,2026-02-27
R26BK01361463-000,45454545,"경기,구리시",지반조성포장,,수의,,2026-02-27
R26BK01360958-000,72727273,"경기,가평군",지반조성포장,,수의,,2026-02-27
R26BK01360296-000,55736364,"경기,수원시",조경식재시설물,,수의,,2026-02-27
R26BK01360339-000,133345455,"경남,김해시",조경식재시설물,,수의,,2026-02-27
R26BK01362616-000,70427273,"충북,청주시",지반조성포장,,수의,,2026-02-27
R26BK01361051-000,72727273,"충북,제천시",조경식재시설물,,수의,,2026-02-27
R26BK01361651-000,54545455,"경기,고양시",지반조성포장,,수의,,2026-02-27
R26BK01359679-000,150000000,"경기,화성시",조경식재시설물,,수의,,2026-02-27
R26BK01359641-000,163636364,"경기,화성시",조경식재시설물,,수의,,2026-02-27
R26BK01359660-000,190909091,"경기,화성시",조경식재시설물,,수의,,2026-02-27
R26BK01359692-000,181818182,"경기,화성시",조경식재시설물,,수의,,2026-02-27
R26BK01360986-000,90000000,"충북,제천시",조경식재시설물,,수의,,2026-02-27
R26BK01358772-000,181818182,"경기,화성시",상하수도,장비[하수관로준설차량],수의,,2026-02-27
R26BK01358691-000,181818182,"경기,화성시",상하수도,장비[하수관로준설차량],수의,,2026-02-27
R26BK01362458-000,95981818,"충남,부여군",지반조성포장,,수의,,2026-02-27
R26BK01360851-000,161972728,"경기,성남시",상하수도,,수의,,2026-02-27
R26BK01360974-000,161972728,"경기,성남시",상하수도,,수의,,2026-02-27
R26BK01361017-000,161972728,"경기,성남시",상하수도,,수의,,2026-02-27
R26BK01362375-000,36340000,"경기,고양시",상하수도,장비[하수관로준설차량],수의,,2026-02-27
R26BK01360686-000,89090909,"전북,전주시","(철콘,지반조성포장)",,수의,,2026-02-27
R26BK01361812-000,45454545,"경기,평택시",조경식재시설물,,수의,,2026-02-27
